id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p, n_iB
0, 13426.077, 0.398, 0.000, 4631.89, 0.0396, 13426.077, 9, 41687, 18446744073709532612, 7564.028, 4408.387, 0.000, 0.563, 0.385, 0
