id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p, n_iB
165, 281215.743, 0.438, 0.000, 3155.85, 0.0482, 281215.743, 266, 839456, 18446744073709098288, 168940.872, 112076.294, 198.576, 0.601, 0.373, 0
166, 281083.839, 0.425, 0.000, 3449.88, 0.0450, 281083.839, 251, 865920, 18446744073709084272, 169523.842, 111361.421, 198.576, 0.603, 0.384, 0
167, 281159.821, 0.451, 0.000, 3122.30, 0.0428, 281159.821, 263, 821165, 18446744073709108920, 170552.989, 110408.256, 198.576, 0.607, 0.397, 0
168, 281222.437, 0.439, 0.000, 3150.46, 0.0488, 281222.437, 266, 838022, 18446744073709100288, 169583.010, 111440.851, 198.576, 0.603, 0.371, 0
169, 281146.208, 0.431, 0.000, 3399.24, 0.0399, 281146.208, 254, 863407, 18446744073709085912, 171492.540, 109455.091, 198.576, 0.610, 0.404, 0
170, 281250.000, 0.435, 0.000, 3161.95, 0.0489, 281250.035, 264, 834755, 18446744073709099576, 166314.246, 114737.213, 198.576, 0.591, 0.369, 0
171, 281177.772, 0.417, 0.000, 3646.93, 0.0443, 281177.772, 247, 900791, 18446744073709065744, 172874.422, 108104.774, 198.576, 0.615, 0.386, 0
172, 281131.907, 0.467, 0.000, 2794.32, 0.0484, 281131.907, 275, 768437, 18446744073709137384, 165481.244, 115452.086, 198.576, 0.589, 0.377, 0
173, 281090.739, 0.453, 0.000, 2991.10, 0.0483, 281090.739, 269, 804607, 18446744073709116552, 167266.976, 113625.187, 198.576, 0.595, 0.376, 0
174, 69714.826, 0.399, 0.000, 4296.87, 0.0452, 69714.826, 54, 232031, 18446744073709434911, 43534.428, 23551.114, 198.576, 0.624, 0.377, 0
