id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p
54, 281241.639, 1.102, 0.000, 6480.48, 0.0038, 281241.639, 79, 511944, 18446744073709275446, 259912.822, 21128.486, 198.576, 0.924, 0.860
55, 281212.941, 1.099, 0.000, 6412.84, 0.0039, 281212.941, 80, 513013, 18446744073709274822, 259606.117, 21406.493, 198.576, 0.923, 0.857
56, 281192.142, 1.103, 0.000, 6471.66, 0.0039, 281192.142, 79, 511247, 18446744073709275838, 259783.894, 21207.917, 198.576, 0.924, 0.859
57, 281131.918, 1.102, 0.000, 6568.38, 0.0037, 281131.918, 78, 512320, 18446744073709275238, 260041.392, 20890.195, 198.576, 0.925, 0.861
58, 281104.910, 1.099, 0.000, 6495.00, 0.0039, 281104.910, 79, 513091, 18446744073709274782, 259736.378, 21168.202, 198.576, 0.924, 0.859
59, 281208.261, 1.100, 0.000, 6493.20, 0.0040, 281208.261, 79, 512949, 18446744073709274870, 259760.298, 21247.632, 198.576, 0.924, 0.858
60, 281228.086, 1.101, 0.000, 6573.94, 0.0038, 281228.086, 78, 512753, 18446744073709274998, 260058.129, 20969.626, 198.576, 0.925, 0.860
61, 281158.893, 1.102, 0.000, 6660.18, 0.0038, 281158.893, 77, 512820, 18446744073709274966, 260266.943, 20691.619, 198.576, 0.926, 0.861
62, 281220.026, 1.100, 0.000, 6581.55, 0.0040, 281220.026, 78, 513347, 18446744073709274658, 260051.824, 20969.626, 198.576, 0.925, 0.859
63, 281118.821, 1.100, 0.000, 6488.37, 0.0039, 281118.821, 79, 512563, 18446744073709275086, 259710.573, 21207.917, 198.576, 0.924, 0.859
64, 281134.616, 1.099, 0.000, 6408.99, 0.0038, 281134.616, 80, 512705, 18446744073709274998, 259527.792, 21406.493, 198.576, 0.923, 0.858
65, 281216.225, 1.104, 0.000, 6381.70, 0.0040, 281216.225, 80, 510522, 18446744073709276238, 259609.401, 21406.493, 198.576, 0.923, 0.857
66, 281208.002, 1.103, 0.000, 6477.20, 0.0038, 281208.002, 79, 511685, 18446744073709275590, 259839.469, 21168.202, 198.576, 0.924, 0.859
67, 281202.250, 1.104, 0.000, 6384.20, 0.0039, 281202.250, 80, 510722, 18446744073709276126, 259635.141, 21366.778, 198.576, 0.923, 0.858
68, 281145.016, 1.102, 0.000, 6565.78, 0.0040, 281145.016, 78, 512117, 18446744073709275350, 259935.344, 21009.341, 198.576, 0.925, 0.859
69, 281133.999, 1.102, 0.000, 6310.54, 0.0040, 281133.999, 81, 511140, 18446744073709275882, 259327.429, 21605.069, 198.576, 0.922, 0.856
70, 281058.956, 1.104, 0.000, 6553.24, 0.0041, 281058.956, 78, 511135, 18446744073709275902, 259849.284, 21009.341, 198.576, 0.925, 0.859
71, 281055.380, 1.099, 0.000, 6584.91, 0.0039, 281055.380, 78, 513609, 18446744073709274502, 259845.708, 21009.341, 198.576, 0.925, 0.859
72, 281130.000, 1.101, 0.000, 6661.44, 0.0040, 281130.000, 77, 512917, 18446744073709274906, 260078.019, 20810.765, 198.576, 0.925, 0.860
73, 281242.289, 1.102, 0.000, 6484.61, 0.0038, 281242.289, 79, 512266, 18446744073709275262, 259913.471, 21128.486, 198.576, 0.924, 0.860
74, 281071.761, 1.103, 0.000, 6467.61, 0.0039, 281071.761, 79, 510927, 18446744073709276018, 259662.344, 21207.917, 198.576, 0.924, 0.859
75, 281113.685, 1.102, 0.000, 6751.30, 0.0039, 281113.685, 76, 513081, 18446744073709274822, 260340.881, 20572.474, 198.576, 0.926, 0.862
76, 281099.223, 1.102, 0.000, 6569.05, 0.0039, 281099.223, 78, 512372, 18446744073709275210, 259967.812, 20929.910, 198.576, 0.925, 0.860
77, 281074.361, 1.101, 0.000, 6484.01, 0.0041, 281074.361, 79, 512219, 18446744073709275278, 259626.398, 21247.632, 198.576, 0.924, 0.858
78, 281101.889, 1.105, 0.000, 6638.03, 0.0038, 281101.889, 77, 511114, 18446744073709275934, 260209.939, 20691.619, 198.576, 0.926, 0.861
79, 281231.922, 1.103, 0.000, 6475.61, 0.0040, 281231.922, 79, 511559, 18446744073709275662, 259823.674, 21207.917, 198.576, 0.924, 0.858
80, 281145.925, 1.098, 0.000, 6502.95, 0.0040, 281145.925, 79, 513719, 18446744073709274430, 259737.677, 21207.917, 198.576, 0.924, 0.858
81, 281248.561, 1.100, 0.000, 6493.13, 0.0039, 281248.561, 79, 512943, 18446744073709274878, 259840.313, 21207.917, 198.576, 0.924, 0.859
82, 281057.720, 1.100, 0.000, 6670.43, 0.0039, 281057.720, 77, 513609, 18446744073709274510, 260126.054, 20731.334, 198.576, 0.926, 0.861
83, 281233.157, 1.104, 0.000, 6647.39, 0.0038, 281233.157, 77, 511835, 18446744073709275526, 260341.206, 20691.619, 198.576, 0.926, 0.862
84, 281056.420, 1.101, 0.000, 6662.17, 0.0040, 281056.420, 77, 512973, 18446744073709274870, 260045.324, 20810.765, 198.576, 0.925, 0.860
85, 281108.030, 1.098, 0.000, 6590.09, 0.0038, 281108.030, 78, 514013, 18446744073709274278, 259938.073, 20969.626, 198.576, 0.925, 0.860
86, 281246.254, 1.104, 0.000, 6559.77, 0.0038, 281246.254, 78, 511648, 18446744073709275622, 260155.728, 20890.195, 198.576, 0.925, 0.861
87, 281192.010, 1.099, 0.000, 6499.58, 0.0040, 281192.010, 79, 513453, 18446744073709274582, 259783.763, 21207.917, 198.576, 0.924, 0.858
88, 281095.226, 1.102, 0.000, 6393.31, 0.0039, 281095.226, 80, 511451, 18446744073709275710, 259488.402, 21406.493, 198.576, 0.923, 0.858
89, 281247.456, 1.101, 0.000, 6665.16, 0.0039, 281247.456, 77, 513203, 18446744073709274750, 260276.075, 20771.050, 198.576, 0.925, 0.861
90, 281053.399, 1.104, 0.000, 6552.64, 0.0038, 281053.399, 78, 511092, 18446744073709275926, 259923.157, 20929.910, 198.576, 0.925, 0.860
91, 281166.661, 1.101, 0.000, 6484.92, 0.0038, 281166.661, 79, 512295, 18446744073709275246, 259798.128, 21168.202, 198.576, 0.924, 0.859
92, 281203.451, 1.102, 0.000, 6484.80, 0.0038, 281203.451, 79, 512285, 18446744073709275246, 259874.634, 21128.486, 198.576, 0.924, 0.859
93, 281232.636, 1.103, 0.000, 6566.45, 0.0037, 281232.636, 78, 512169, 18446744073709275326, 260142.110, 20890.195, 198.576, 0.925, 0.861
94, 281118.236, 1.101, 0.000, 6571.12, 0.0041, 281118.236, 78, 512533, 18446744073709275114, 259827.963, 21049.056, 198.576, 0.924, 0.858
95, 281230.750, 1.098, 0.000, 6594.45, 0.0040, 281230.750, 78, 514349, 18446744073709274090, 259980.193, 21009.341, 198.576, 0.924, 0.859
96, 281093.860, 1.100, 0.000, 6665.91, 0.0040, 281093.860, 77, 513257, 18446744073709274714, 260041.879, 20810.765, 198.576, 0.925, 0.860
97, 281119.665, 1.099, 0.000, 6587.47, 0.0039, 281119.665, 78, 513805, 18446744073709274390, 259909.993, 21009.341, 198.576, 0.925, 0.860
98, 281078.974, 1.098, 0.000, 6772.36, 0.0039, 281078.974, 76, 514685, 18446744073709273914, 260265.284, 20572.474, 198.576, 0.926, 0.862
99, 281072.019, 1.098, 0.000, 6775.78, 0.0039, 281072.019, 76, 514941, 18446744073709273770, 260258.329, 20572.474, 198.576, 0.926, 0.862
100, 281103.838, 1.102, 0.000, 6565.72, 0.0039, 281103.838, 78, 512108, 18446744073709275354, 259932.712, 20929.910, 198.576, 0.925, 0.860
101, 281093.860, 1.099, 0.000, 6497.81, 0.0040, 281093.860, 79, 513309, 18446744073709274662, 259685.612, 21207.917, 198.576, 0.924, 0.858
102, 281242.517, 1.102, 0.000, 6480.57, 0.0039, 281242.517, 79, 511951, 18446744073709275442, 259793.384, 21207.917, 198.576, 0.924, 0.859
103, 281094.380, 1.101, 0.000, 6661.99, 0.0335, 281094.380, 77, 512955, 18446744073709274882, 260082.114, 20771.050, 198.576, 0.925, 0.698
104, 281168.318, 1.101, 0.000, 6665.12, 0.0038, 281168.318, 77, 513196, 18446744073709274758, 260276.368, 20691.619, 198.576, 0.926, 0.861
105, 281227.046, 1.098, 0.000, 6418.14, 0.0039, 281227.046, 80, 513437, 18446744073709274582, 259620.222, 21406.493, 198.576, 0.923, 0.858
106, 281234.782, 1.104, 0.000, 6471.89, 0.0038, 281234.782, 79, 511265, 18446744073709275830, 259866.249, 21168.202, 198.576, 0.924, 0.860
107, 281206.213, 1.101, 0.000, 6575.79, 0.0037, 281206.213, 78, 512898, 18446744073709274914, 260074.802, 20890.195, 198.576, 0.925, 0.861
108, 281238.290, 1.098, 0.000, 6508.11, 0.0039, 281238.290, 79, 514123, 18446744073709274206, 259869.758, 21168.202, 198.576, 0.924, 0.858
109, 281119.730, 1.098, 0.000, 6591.42, 0.0040, 281119.730, 78, 514117, 18446744073709274214, 259949.773, 20969.626, 198.576, 0.925, 0.859
110, 281194.091, 1.101, 0.000, 6483.89, 0.0040, 281194.091, 79, 512213, 18446744073709275286, 259785.843, 21207.917, 198.576, 0.924, 0.858
111, 281228.541, 1.102, 0.000, 6483.33, 0.0039, 281228.541, 79, 512169, 18446744073709275322, 259822.049, 21207.917, 198.576, 0.924, 0.859
112, 281129.839, 1.106, 0.000, 6632.88, 0.0038, 281129.839, 77, 510714, 18446744073709276158, 260237.889, 20691.619, 198.576, 0.926, 0.862
113, 281203.451, 1.100, 0.000, 6403.84, 0.0039, 281203.451, 80, 512293, 18446744073709275238, 259596.627, 21406.493, 198.576, 0.923, 0.858
114, 281052.910, 1.101, 0.000, 6661.81, 0.0039, 281052.910, 77, 512945, 18446744073709274886, 260081.529, 20771.050, 198.576, 0.925, 0.861
115, 281084.337, 1.099, 0.000, 6587.77, 0.0037, 281084.337, 78, 513832, 18446744073709274378, 259992.641, 20890.195, 198.576, 0.925, 0.861
116, 281179.270, 1.099, 0.000, 6589.37, 0.0041, 281179.270, 78, 513953, 18446744073709274310, 260009.313, 20969.626, 198.576, 0.925, 0.859
117, 281154.311, 1.102, 0.000, 6479.94, 0.0039, 281154.311, 79, 511901, 18446744073709275462, 259785.779, 21168.202, 198.576, 0.924, 0.859
118, 281246.091, 1.101, 0.000, 6484.92, 0.0039, 281246.091, 79, 512295, 18446744073709275246, 259837.844, 21207.917, 198.576, 0.924, 0.859
119, 281071.793, 1.102, 0.000, 6570.31, 0.0037, 281071.793, 78, 512470, 18446744073709275154, 259980.097, 20890.195, 198.576, 0.925, 0.861
120, 281198.836, 1.102, 0.000, 6571.27, 0.0040, 281198.836, 78, 512541, 18446744073709275110, 260028.879, 20969.626, 198.576, 0.925, 0.859
121, 281157.140, 1.107, 0.000, 6538.49, 0.0038, 281157.140, 78, 509988, 18446744073709276570, 260065.444, 20890.195, 198.576, 0.925, 0.861
122, 281144.431, 1.101, 0.000, 6483.00, 0.0041, 281144.431, 79, 512139, 18446744073709275326, 259736.183, 21207.917, 198.576, 0.924, 0.857
123, 281064.351, 1.101, 0.000, 6398.29, 0.0038, 281064.351, 80, 511849, 18446744073709275478, 259457.527, 21406.493, 198.576, 0.923, 0.858
124, 281078.974, 1.097, 0.000, 6599.32, 0.0038, 281078.974, 78, 514733, 18446744073709273866, 259907.847, 20969.626, 198.576, 0.925, 0.860
125, 281060.548, 1.104, 0.000, 6646.21, 0.0039, 281060.548, 77, 511740, 18446744073709275574, 260128.883, 20731.334, 198.576, 0.926, 0.861
126, 281187.266, 1.101, 0.000, 6578.09, 0.0039, 281187.266, 78, 513077, 18446744073709274806, 260017.309, 20969.626, 198.576, 0.925, 0.859
127, 281124.086, 1.100, 0.000, 6488.80, 0.0040, 281124.086, 79, 512601, 18446744073709275066, 259635.237, 21247.632, 198.576, 0.924, 0.858
128, 281135.915, 1.101, 0.000, 6666.06, 0.0040, 281135.915, 77, 513269, 18446744073709274710, 260124.819, 20810.765, 198.576, 0.925, 0.860
129, 281192.790, 1.097, 0.000, 6511.56, 0.0038, 281192.790, 79, 514399, 18446744073709274046, 259824.257, 21168.202, 198.576, 0.924, 0.860
130, 281247.683, 1.100, 0.000, 6493.16, 0.0038, 281247.683, 79, 512946, 18446744073709274882, 259920.621, 21128.486, 198.576, 0.924, 0.859
131, 281190.907, 1.104, 0.000, 6467.66, 0.0042, 281190.907, 79, 510927, 18446744073709276018, 259702.059, 21247.632, 198.576, 0.924, 0.857
132, 281095.485, 1.101, 0.000, 6572.88, 0.0039, 281095.485, 78, 512667, 18446744073709275038, 259885.814, 21009.341, 198.576, 0.925, 0.859
133, 281235.756, 1.101, 0.000, 6578.78, 0.0037, 281235.756, 78, 513131, 18446744073709274782, 260145.230, 20890.195, 198.576, 0.925, 0.861
134, 281075.010, 1.102, 0.000, 6655.88, 0.0038, 281075.010, 77, 512489, 18446744073709275146, 260142.175, 20691.619, 198.576, 0.926, 0.861
135, 281248.235, 1.098, 0.000, 6509.05, 0.0038, 281248.235, 79, 514197, 18446744073709274166, 259879.703, 21168.202, 198.576, 0.924, 0.859
136, 281136.241, 1.102, 0.000, 6481.99, 0.0038, 281136.241, 79, 512063, 18446744073709275374, 259767.708, 21168.202, 198.576, 0.924, 0.859
137, 281155.091, 1.101, 0.000, 6574.94, 0.0038, 281155.091, 78, 512831, 18446744073709274942, 259985.134, 20969.626, 198.576, 0.925, 0.860
138, 281122.655, 1.099, 0.000, 6677.00, 0.0335, 281122.655, 77, 514115, 18446744073709274226, 260110.389, 20771.050, 198.576, 0.925, 0.698
139, 281073.709, 1.098, 0.000, 6771.91, 0.0339, 281073.709, 76, 514647, 18446744073709273934, 260300.904, 20572.474, 198.576, 0.926, 0.696
140, 281233.773, 1.099, 0.000, 6499.42, 0.0038, 281233.773, 79, 513440, 18446744073709274602, 259903.786, 21128.486, 198.576, 0.924, 0.859
141, 281101.335, 1.101, 0.000, 6573.55, 0.0041, 281101.335, 78, 512719, 18446744073709275006, 259851.948, 21049.056, 198.576, 0.924, 0.858
142, 281175.860, 1.107, 0.000, 6540.59, 0.0039, 281175.860, 78, 510152, 18446744073709276470, 260045.618, 20929.910, 198.576, 0.925, 0.860
143, 281124.282, 1.105, 0.000, 6547.55, 0.0041, 281124.282, 78, 510695, 18446744073709276158, 259914.610, 21009.341, 198.576, 0.925, 0.858
144, 281070.330, 1.102, 0.000, 6655.26, 0.0040, 281070.330, 77, 512441, 18446744073709275178, 260018.349, 20810.765, 198.576, 0.925, 0.860
145, 281198.640, 1.099, 0.000, 6680.53, 0.0039, 281198.640, 77, 514383, 18446744073709274082, 260226.089, 20771.050, 198.576, 0.925, 0.861
146, 281172.250, 1.100, 0.000, 6673.96, 0.0335, 281172.250, 77, 513877, 18446744073709274362, 260159.984, 20771.050, 198.576, 0.925, 0.698
147, 281237.933, 1.099, 0.000, 6503.95, 0.0038, 281237.933, 79, 513794, 18446744073709274398, 259909.115, 21128.486, 198.576, 0.924, 0.859
148, 281138.840, 1.099, 0.000, 6498.29, 0.0039, 281138.840, 79, 513351, 18446744073709274638, 259770.308, 21168.202, 198.576, 0.924, 0.859
149, 281169.131, 1.100, 0.000, 6493.33, 0.0039, 281169.131, 79, 512959, 18446744073709274862, 259760.883, 21207.917, 198.576, 0.924, 0.859
150, 281113.491, 1.102, 0.000, 6566.50, 0.0038, 281113.491, 78, 512173, 18446744073709275322, 259902.649, 20969.626, 198.576, 0.925, 0.860
151, 281143.294, 1.104, 0.000, 6466.81, 0.0039, 281143.294, 79, 510860, 18446744073709276058, 259773.592, 21168.202, 198.576, 0.924, 0.859
152, 281200.982, 1.104, 0.000, 6559.12, 0.0038, 281200.982, 78, 511593, 18446744073709275658, 260029.855, 20969.626, 198.576, 0.925, 0.860
153, 281249.146, 1.101, 0.000, 6576.12, 0.0038, 281249.146, 78, 512919, 18446744073709274904, 260118.320, 20929.910, 198.576, 0.925, 0.860
154, 281174.136, 1.103, 0.000, 6560.63, 0.0039, 281174.136, 78, 511713, 18446744073709275582, 260043.895, 20929.910, 198.576, 0.925, 0.860
155, 281173.616, 1.101, 0.000, 6401.06, 0.0040, 281173.616, 80, 512071, 18446744073709275358, 259527.077, 21446.208, 198.576, 0.923, 0.857
156, 281063.538, 1.104, 0.000, 6737.74, 0.0038, 281063.538, 76, 512054, 18446744073709275406, 260370.164, 20493.043, 198.576, 0.926, 0.862
157, 281083.785, 1.100, 0.000, 6488.92, 0.0040, 281083.785, 79, 512611, 18446744073709275054, 259675.538, 21207.917, 198.576, 0.924, 0.858
158, 281189.996, 1.101, 0.000, 6402.56, 0.0039, 281189.996, 80, 512191, 18446744073709275294, 259583.172, 21406.493, 198.576, 0.923, 0.858
159, 281196.464, 1.104, 0.000, 6468.05, 0.0038, 281196.464, 79, 510962, 18446744073709276002, 259826.762, 21128.486, 198.576, 0.924, 0.859
160, 281083.136, 1.101, 0.000, 6484.85, 0.0040, 281083.136, 79, 512285, 18446744073709275242, 259634.003, 21247.632, 198.576, 0.924, 0.858
161, 281136.826, 1.102, 0.000, 6564.86, 0.0039, 281136.826, 78, 512041, 18446744073709275398, 259927.154, 21009.341, 198.576, 0.925, 0.859
162, 281055.444, 1.100, 0.000, 6761.88, 0.0039, 281055.444, 76, 513889, 18446744073709274358, 260282.640, 20572.474, 198.576, 0.926, 0.862
163, 281219.409, 1.103, 0.000, 6478.30, 0.0038, 281219.409, 79, 511772, 18446744073709275542, 259890.592, 21128.486, 198.576, 0.924, 0.860
164, 281178.231, 1.102, 0.000, 6478.14, 0.0038, 281178.231, 79, 511759, 18446744073709275550, 259809.699, 21168.202, 198.576, 0.924, 0.860
165, 281243.685, 1.097, 0.000, 6599.83, 0.0038, 281243.685, 78, 514773, 18446744073709273846, 260073.728, 20969.626, 198.576, 0.925, 0.860
166, 281167.961, 1.101, 0.000, 6576.06, 0.0039, 281167.961, 78, 512919, 18446744073709274898, 259957.119, 21009.341, 198.576, 0.925, 0.859
167, 281086.579, 1.097, 0.000, 6685.57, 0.0039, 281086.579, 77, 514771, 18446744073709273854, 260115.198, 20771.050, 198.576, 0.925, 0.861
168, 281205.238, 1.099, 0.000, 6587.79, 0.0037, 281205.238, 78, 513834, 18446744073709274382, 260114.711, 20890.195, 198.576, 0.925, 0.861
169, 281080.535, 1.099, 0.000, 6672.69, 0.0040, 281080.535, 77, 513783, 18446744073709274414, 260109.154, 20771.050, 198.576, 0.925, 0.860
170, 281246.936, 1.099, 0.000, 6501.00, 0.0040, 281246.936, 79, 513565, 18446744073709274522, 259797.803, 21207.917, 198.576, 0.924, 0.858
171, 281235.561, 1.100, 0.000, 6403.26, 0.0040, 281235.561, 80, 512243, 18446744073709275262, 259589.022, 21446.208, 198.576, 0.923, 0.857
172, 281200.104, 1.103, 0.000, 6476.35, 0.0038, 281200.104, 79, 511618, 18446744073709275630, 259871.287, 21128.486, 198.576, 0.924, 0.859
173, 281239.592, 1.103, 0.000, 6563.06, 0.0040, 281239.592, 78, 511905, 18446744073709275478, 260069.635, 20969.626, 198.576, 0.925, 0.859
