id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p
0, 281070.232, 0.441, 0.000, 242631.33, 0.5715, 281070.232, 6, 1455788, 18446744073708729390, 279201.863, 1866.614, 0.000, 0.993, 0.058
1, 266368.856, 0.460, 0.000, 70774.00, 0.0435, 266368.856, 13, 920048, 18446744073709193959, 205344.547, 7307.597, 198.576, 0.771, 0.477
